Recall Table for q_36

1	0.0
2	0.0
3	0.05
4	0.05
5	0.05
6	0.05
7	0.05
8	0.05
9	0.05
10	0.05
11	0.05
12	0.05
13	0.05
14	0.05
15	0.05
16	0.05
17	0.05
18	0.05
19	0.05
20	0.05
21	0.05
22	0.05
23	0.05
24	0.05
25	0.05
26	0.05
27	0.05
28	0.05
29	0.05
30	0.05
31	0.1
32	0.1
33	0.1
34	0.1
35	0.15
36	0.15
37	0.15
38	0.15
39	0.15
40	0.15
41	0.15
42	0.2
43	0.2
44	0.2
45	0.2
46	0.2
47	0.2
48	0.2
49	0.2
50	0.2
51	0.2
52	0.2
53	0.2
54	0.2
55	0.2
56	0.2
57	0.2
58	0.2
59	0.25
60	0.25
61	0.25
62	0.25
63	0.25
64	0.25
65	0.25
66	0.25
67	0.25
68	0.25
69	0.25
70	0.25
71	0.25
72	0.25
73	0.25
74	0.25
75	0.25
76	0.25
77	0.25
78	0.25
79	0.25
80	0.25
81	0.25
82	0.25
83	0.25
84	0.25
85	0.25
86	0.25
87	0.25
88	0.25
89	0.25
90	0.25
91	0.25
92	0.25
93	0.25
94	0.25
95	0.25
96	0.25
97	0.25
98	0.25
99	0.25
100	0.25
