Recall Table for q_63

1	0.0
2	0.1
3	0.2
4	0.2
5	0.2
6	0.3
7	0.3
8	0.3
9	0.3
10	0.3
11	0.3
12	0.3
13	0.3
14	0.3
15	0.4
16	0.4
17	0.5
18	0.5
19	0.5
20	0.5
21	0.5
22	0.6
23	0.6
24	0.7
25	0.7
26	0.7
27	0.7
28	0.7
29	0.7
30	0.7
31	0.7
32	0.7
33	0.7
34	0.7
35	0.7
36	0.7
37	0.7
38	0.7
39	0.7
40	0.8
41	0.8
42	0.8
43	0.8
44	0.8
45	0.8
46	0.8
47	0.8
48	0.9
49	0.9
50	0.9
51	0.9
52	0.9
53	0.9
54	0.9
55	0.9
56	0.9
57	0.9
58	0.9
59	0.9
60	0.9
61	0.9
62	0.9
63	0.9
64	0.9
65	0.9
66	0.9
67	0.9
68	0.9
69	0.9
70	0.9
71	0.9
72	0.9
73	0.9
74	0.9
75	0.9
76	0.9
77	0.9
78	0.9
79	0.9
80	0.9
81	0.9
82	0.9
83	0.9
84	0.9
85	0.9
86	0.9
87	0.9
88	0.9
89	0.9
90	0.9
91	0.9
92	0.9
93	0.9
94	0.9
95	0.9
96	0.9
97	0.9
98	0.9
99	0.9
100	0.9
